;Total;0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100 y más
Hombres;;;;;;;;;;;;;;;;;;;;;;
    43061-Forès;18;0;0;1;0;0;0;0;1;1;1;1;2;1;3;3;2;0;0;2;0;0
    43062-Freginals;171;2;5;4;5;5;6;5;11;10;15;9;19;13;7;11;16;9;12;5;2;0
    43063-Galera, La;356;15;11;12;17;9;14;18;29;28;24;20;24;17;27;28;15;18;16;10;4;0
    43064-Gandesa;1,501;70;68;74;64;79;76;94;100;111;101;114;93;89;78;75;52;64;63;27;8;1
    43065-Garcia;263;9;11;17;14;14;9;10;17;11;18;19;16;14;16;15;16;14;13;10;0;0
    43066-Garidells, Els;93;3;6;1;0;8;3;7;8;3;5;9;13;10;3;3;2;4;3;2;0;0
    43067-Ginestar;350;2;6;15;16;15;10;13;16;27;23;29;34;28;32;25;21;17;10;11;0;0
    43068-Godall;286;9;7;15;10;12;10;16;11;12;24;23;21;14;25;17;18;17;17;6;2;0
    43069-Gratallops;104;4;1;3;6;2;5;3;4;11;7;8;7;5;8;7;7;9;6;0;1;0
    43070-Guiamets, Els;142;3;4;4;4;5;9;7;4;6;8;11;18;6;7;6;7;15;9;5;3;1
    43071-Horta de Sant Joan;547;13;24;23;16;23;15;23;28;37;50;44;29;43;39;40;31;32;25;10;1;1
    43072-Lloar, El;49;3;4;2;1;3;4;0;4;4;2;5;3;3;2;4;1;2;1;1;0;0
    43073-Llorac;48;2;1;1;2;3;4;3;2;5;3;4;1;6;3;2;3;0;1;1;1;0
    43074-Llorenç del Penedès;1,221;47;60;78;67;51;58;59;73;95;106;84;90;78;47;65;44;41;36;29;10;3
    43076-Marçà;280;13;8;15;13;16;15;23;15;18;16;19;26;18;15;15;11;8;8;6;2;0
    43075-Margalef;38;2;0;0;0;1;0;1;3;2;2;3;3;5;5;3;0;2;3;3;0;0
    43077-Mas de Barberans;290;10;10;7;16;7;9;18;18;22;17;18;16;20;18;20;25;19;10;5;4;1
    43078-Masdenverge;524;22;15;28;23;27;24;32;37;37;33;42;38;34;31;25;24;23;14;14;1;0
    43079-Masllorenç;221;8;14;10;14;5;5;12;18;18;21;20;16;9;12;10;7;11;6;4;0;1
    43080-Masó, La;130;4;4;8;6;6;3;7;9;15;6;10;7;6;12;7;10;1;7;1;1;0
    43081-Maspujols;401;24;24;19;30;21;12;23;49;29;38;30;27;13;14;11;12;9;10;4;2;0
    43082-Masroig, El;227;7;13;7;8;10;10;8;17;20;19;13;11;12;17;15;11;12;11;5;1;0
    43083-Milà, El;93;5;7;5;5;5;3;2;4;10;7;7;4;4;5;7;6;5;2;0;0;0
    43084-Miravet;322;5;13;18;17;8;13;18;15;26;23;16;26;18;31;20;21;17;11;6;0;0
    43085-Molar, El;139;3;4;2;5;5;8;8;6;6;8;13;10;11;12;7;9;8;9;3;2;0
    43086-Montblanc;3,627;148;195;190;159;152;170;240;255;284;294;265;268;234;188;171;127;110;99;60;16;2
    43088-Montbrió del Camp;1,405;99;99;72;51;56;87;116;143;121;105;87;67;73;58;51;34;38;32;12;4;0
    43089-Montferri;185;6;10;23;13;8;9;6;19;15;10;17;4;12;9;12;5;3;3;1;0;0
    43090-Montmell, El;704;22;42;51;31;32;27;36;51;68;57;58;47;49;38;44;19;16;11;5;0;0
    43091-Mont-ral;68;1;7;1;3;0;4;4;4;5;8;5;4;10;6;3;2;0;0;1;0;0
    43092-Mont-roig del Camp;5,876;272;308;333;240;264;290;394;496;522;443;413;407;366;355;296;188;148;99;29;10;3
    43093-Móra d'Ebre;2,845;131;156;121;128;169;145;169;189;207;191;215;225;178;150;129;87;100;85;55;12;3
    43094-Móra la Nova;1,546;62;67;73;88;94;72;77;105;113;112;116;116;101;74;72;43;51;64;31;13;2
    43095-Morell, El;1,823;108;105;118;91;73;113;147;178;174;142;120;118;74;61;69;45;43;31;10;2;1
    43096-Morera de Montsant, La;67;5;4;3;2;3;6;6;1;9;7;2;1;2;3;5;5;1;0;2;0;0
    43097-Nou de Gaià, La;303;20;22;20;22;10;12;11;26;26;31;16;23;7;14;18;8;6;7;3;0;1
    43098-Nulles;225;13;10;15;9;6;13;13;15;31;12;14;6;10;19;14;4;8;7;4;2;0
    43100-Pallaresos, Els;2,373;105;161;213;164;107;89;80;164;253;262;221;140;118;61;66;38;39;48;33;10;1
    43099-Palma d'Ebre, La;174;4;4;6;5;6;9;5;5;8;8;16;13;13;12;17;19;8;11;4;1;0
    43101-Passanant i Belltall;68;1;0;2;2;1;1;3;0;7;4;4;7;7;7;4;3;5;8;2;0;0
    43102-Paüls;279;8;13;9;11;14;8;12;19;14;20;15;21;20;22;21;14;18;16;3;1;0
    43103-Perafort;607;27;42;46;31;23;22;31;66;81;64;39;29;25;25;17;15;13;8;2;1;0
    43104-Perelló, El;1,349;69;61;71;56;48;55;82;77;112;101;75;84;81;86;76;78;52;45;28;9;3
    43105-Piles, Les;92;6;11;3;3;3;4;7;5;10;3;6;6;11;4;3;2;0;3;2;0;0
    43106-Pinell de Brai, El;501;19;15;17;29;15;24;20;32;26;37;30;32;25;47;31;24;40;24;8;5;1
    43107-Pira;232;10;9;15;12;10;8;10;19;21;19;18;14;15;10;9;8;11;10;1;2;1
    43108-Pla de Santa Maria, El;1,112;57;44;56;52;52;56;60;90;85;74;83;92;69;51;62;47;41;21;16;4;0
    43109-Pobla de Mafumet, La;1,922;146;141;99;100;95;162;214;232;184;110;107;90;64;57;43;22;28;14;10;3;1
    43110-Pobla de Massaluca, La;137;3;4;3;6;5;1;7;7;13;6;7;14;10;8;17;9;9;6;2;0;0
    43111-Pobla de Montornès, La;1,353;58;63;90;76;57;49;61;103;127;119;91;99;75;75;65;58;49;30;7;0;1
    43112-Poboleda;147;5;8;8;2;4;7;9;12;8;12;6;9;12;11;9;7;9;7;2;0;0
    43113-Pont d'Armentera, El;247;6;10;11;4;10;12;20;18;10;10;19;18;19;17;16;15;13;12;7;0;0
    43141-Pontils;51;2;2;0;0;1;7;3;3;2;1;4;4;8;6;2;2;2;2;0;0;0
    43114-Porrera;210;7;8;8;3;9;8;8;9;19;18;15;21;15;14;12;7;7;10;8;3;1
    43115-Pradell de la Teixeta;82;1;3;7;4;3;5;2;2;4;10;7;5;9;5;4;4;2;2;3;0;0
    43116-Prades;280;10;10;10;10;16;15;12;20;27;17;22;17;14;21;12;16;14;13;3;1;0
    43117-Prat de Comte;85;1;6;0;4;3;3;5;6;3;6;6;4;5;9;6;3;4;7;3;1;0
    43118-Pratdip;343;12;14;12;11;14;8;15;17;20;22;24;35;18;28;34;25;16;13;4;1;0
    43119-Puigpelat;559;25;42;35;38;20;21;49;42;61;58;45;37;19;16;18;12;8;7;5;1;0
    43120-Querol;222;7;7;9;6;6;12;7;13;20;16;31;17;18;14;16;7;9;2;3;2;0
    43121-Rasquera;397;16;14;13;17;22;13;20;27;20;17;33;27;26;36;27;24;14;18;9;4;0
    43122-Renau;75;3;7;3;4;4;3;6;4;12;8;7;4;2;3;2;0;1;2;0;0;0
    43123-Reus;53,958;2,453;2,945;3,236;2,873;2,643;2,891;3,153;3,911;4,582;4,001;3,784;3,559;3,228;2,851;2,515;1,696;1,621;1,238;605;152;21
    43124-Riba, La;264;7;8;13;9;8;10;11;21;13;14;21;23;18;18;19;15;14;13;9;0;0
    43125-Riba-roja d'Ebre;533;16;21;20;15;14;23;27;22;31;31;36;48;47;40;42;33;32;24;9;2;0
    43126-Riera de Gaià, La;877;46;70;68;50;18;29;53;65;95;89;51;49;45;37;29;27;16;28;7;4;1
    43127-Riudecanyes;534;16;37;26;27;19;27;26;30;65;49;39;38;23;26;24;21;15;20;5;1;0
    43128-Riudecols;569;32;19;28;24;26;38;37;37;49;39;47;37;31;25;31;28;17;10;10;3;1
    43129-Riudoms;3,214;143;185;194;171;164;152;193;206;262;228;220;233;177;156;143;125;112;87;46;15;2
    43130-Rocafort de Queralt;103;1;5;8;4;3;4;4;10;5;7;2;4;7;16;8;0;5;6;3;1;0
    43131-Roda de Berà;3,226;152;169;174;145;117;139;212;229;288;244;208;201;208;202;197;113;96;83;33;12;4
    43132-Rodonyà;228;9;7;8;15;15;11;11;11;13;20;23;18;10;8;12;14;10;11;2;0;0
    43133-Roquetes;3,847;174;210;215;182;199;174;218;283;333;320;306;241;227;187;179;140;119;104;28;7;1
    43134-Rourell, El;175;5;9;9;13;10;6;11;8;19;15;17;7;11;8;5;7;8;5;2;0;0
    43135-Salomó;262;14;13;24;15;9;11;16;16;21;15;16;17;15;9;14;10;11;11;4;1;0
    43905-Salou;13,335;655;672;693;622;698;762;1,029;1,216;1,312;1,116;999;898;764;590;476;278;262;170;101;20;2
    43136-Sant Carles de la Ràpita;7,551;268;348;365;393;332;321;434;528;597;608;583;519;448;382;382;332;306;256;117;28;4
    43137-Sant Jaume dels Domenys;1,280;73;86;79;59;58;37;71;116;125;104;94;75;72;64;57;39;35;23;10;3;0
    43902-Sant Jaume d'Enveja;1,738;81;69;98;78;63;84;102;117;132;119;118;125;104;107;91;80;81;58;27;4;0
    43138-Santa Bàrbara;1,826;78;82;113;88;73;91;118;108;143;139;128;119;118;93;93;71;68;64;30;7;2
    43139-Santa Coloma de Queralt;1,345;47;55;77;81;70;52;69;66;108;109;92;82;70;81;95;56;59;44;25;7;0
    43140-Santa Oliva;1,635;75;100;99;86;80;79;90;124;137;137;111;97;91;88;73;59;49;38;14;8;0
    43142-Sarral;759;35;51;51;39;28;30;41;51;59;57;51;54;48;32;33;27;26;27;15;4;0
    43143-Savallà del Comtat;27;0;0;0;1;4;3;0;1;1;0;1;4;2;1;2;2;1;4;0;0;0
    43144-Secuita, La;836;36;55;60;32;36;46;64;65;70;65;64;61;39;44;26;21;24;22;4;2;0
    43145-Selva del Camp, La;2,816;102;161;197;161;148;136;164;194;238;224;227;202;158;115;85;85;79;85;43;11;1
    43146-Senan;15;1;1;1;0;2;1;0;0;1;3;1;0;1;1;1;1;0;0;0;0;0
    43044-Sénia, La;2,837;119;131;144;141;162;114;174;187;221;240;213;192;159;158;134;108;100;86;44;10;0
    43147-Solivella;300;8;7;12;18;14;14;14;17;17;23;28;22;15;22;13;19;15;17;4;1;0
    43148-Tarragona;69,010;3,063;3,502;3,754;3,453;3,528;3,742;4,134;4,929;5,712;5,347;4,999;4,633;4,163;3,582;3,328;2,414;2,124;1,624;743;197;39
    43149-Tivenys;441;11;17;17;20;19;16;15;23;30;26;36;34;27;30;26;35;27;16;10;3;3
    43150-Tivissa;803;23;31;28;33;46;28;34;49;70;55;67;55;53;51;50;40;36;32;14;6;2
    43151-Torre de Fontaubella, La;70;3;5;0;4;0;3;1;8;7;4;5;5;1;4;5;2;4;2;6;1;0
    43152-Torre de l'Espanyol, La;300;13;14;14;15;10;8;26;13;13;26;24;21;21;9;32;7;14;10;7;3;0
    43153-Torredembarra;8,259;380;410;453;410;379;422;474;628;624;636;641;597;502;462;401;275;270;186;79;27;3
    43154-Torroja del Priorat;68;1;1;1;1;5;1;7;5;2;4;3;7;5;5;5;8;4;2;1;0;0
    43155-Tortosa;16,876;829;870;827;789;865;841;951;1,149;1,271;1,180;1,214;1,139;1,040;896;837;633;617;550;280;89;9
    43156-Ulldecona;3,014;121;168;156;140;135;129;188;211;223;234;214;210;197;143;140;130;101;100;59;13;2
    43157-Ulldemolins;167;2;5;6;4;5;7;6;13;4;8;16;15;10;16;9;13;11;9;7;1;0
    43158-Vallclara;41;0;2;3;3;1;5;1;2;4;3;3;3;1;4;0;1;3;1;1;0;0
    43159-Vallfogona de Riucorb;36;0;0;0;0;0;3;1;3;3;4;1;1;2;4;1;5;2;4;1;1;0
    43160-Vallmoll;866;39;52;48;43;37;40;51;73;83;72;60;55;58;43;44;25;21;14;7;1;0
    43161-Valls;12,149;574;662;647;652;618;637;680;822;969;901;863;879;731;610;554;442;362;336;157;48;5
    43162-Vandellòs i l'Hospitalet de l'Infant;3,236;159;186;181;166;133;185;195;286;300;243;212;227;169;145;155;114;84;64;25;6;1
    43163-Vendrell, El;18,975;819;1,078;1,124;1,012;862;989;1,106;1,361;1,604;1,554;1,421;1,175;1,102;1,035;980;663;535;352;163;36;4
    43164-Vespella de Gaià;178;7;16;7;5;5;6;8;16;16;14;12;7;22;12;11;5;5;3;1;0;0
    43165-Vilabella;358;8;23;13;21;13;13;21;16;26;23;27;30;24;17;17;28;21;10;6;1;0
    43175-Vilalba dels Arcs;307;8;13;14;10;11;14;14;18;16;15;19;28;16;25;18;16;22;19;9;2;0
    43166-Vilallonga del Camp;1,183;82;85;67;50;45;64;109;115;135;85;56;60;55;48;43;23;27;17;15;2;0
    43168-Vilanova de Prades;52;1;2;3;8;0;3;4;6;3;2;5;3;3;2;0;1;2;2;1;1;0
    43167-Vilanova d'Escornalbou;257;17;10;18;12;11;6;13;21;17;24;21;20;15;13;17;7;6;9;0;0;0
    43169-Vilaplana;272;11;10;10;11;14;10;20;19;22;16;22;26;21;15;9;10;14;7;3;2;0
    43170-Vila-rodona;595;29;39;28;31;29;33;25;44;58;36;38;36;38;36;31;30;10;15;8;1;0
    43171-Vila-seca;11,074;681;739;657;511;499;583;855;1,106;1,111;782;705;639;598;501;373;257;227;157;72;17;4
    43172-Vilaverd;212;8;7;16;18;4;9;14;19;19;21;11;10;11;11;10;9;9;3;2;1;0
    43173-Vilella Alta, La;62;1;3;7;3;2;0;6;4;6;3;4;3;2;6;2;6;1;2;1;0;0
    43174-Vilella Baixa, La;89;1;4;4;6;2;5;1;11;6;8;4;6;5;5;10;4;3;3;1;0;0
    43176-Vimbodí i Poblet;404;7;15;14;15;11;17;20;19;33;28;32;35;20;25;33;18;26;28;7;1;0
    43177-Vinebre;207;9;5;11;12;10;13;9;17;11;14;14;11;14;18;11;5;11;6;4;2;0
    43178-Vinyols i els Arcs;986;47;71;54;43;45;55;64;87;113;79;63;65;44;43;36;29;17;20;8;3;0
    43052-Xerta;599;16;20;27;23;31;25;33;24;42;36;45;50;38;38;36;32;26;41;13;2;1
    44001-Ababuj;28;1;1;1;1;0;0;1;1;1;4;3;1;1;1;3;2;3;3;0;0;0
    44002-Abejuela;17;0;0;0;1;0;0;0;1;1;1;2;3;1;2;1;0;2;1;1;0;0
    44003-Aguatón;12;1;0;0;0;0;0;0;2;2;1;2;0;0;0;2;1;1;0;0;0;0
    44004-Aguaviva;267;8;10;14;11;13;13;15;21;8;23;28;21;14;9;7;16;14;13;7;2;0
    44005-Aguilar del Alfambra;27;3;1;0;0;3;3;0;0;0;2;2;2;0;0;5;0;5;0;1;0;0
    44006-Alacón;123;1;1;2;3;4;5;7;5;6;3;8;12;4;11;4;11;13;19;4;0;0
    44007-Alba;76;2;0;1;1;2;0;6;3;1;4;4;5;11;4;3;5;10;12;2;0;0
    44008-Albalate del Arzobispo;967;33;47;38;35;44;54;50;52;58;56;71;93;51;47;63;51;48;52;19;3;2
    44009-Albarracín;504;21;17;21;26;27;29;29;23;30;38;46;42;18;19;22;26;33;23;11;3;0
    44010-Albentosa;127;7;10;6;4;3;9;6;8;9;11;13;8;4;4;7;5;8;2;1;2;0
    44011-Alcaine;23;1;0;0;0;0;0;1;2;1;1;1;1;1;5;0;1;4;1;2;0;1
    44012-Alcalá de la Selva;155;0;4;5;7;6;8;4;6;7;19;16;9;15;9;5;7;13;11;3;1;0
    44013-Alcañiz;8,036;390;452;494;387;360;386;450;580;668;643;558;540;432;398;373;263;267;254;100;36;5
    44014-Alcorisa;1,605;74;62;87;71;87;91;92;97;110;113;134;121;91;81;68;63;55;63;34;11;0
    44016-Alfambra;244;4;3;7;5;10;16;5;9;11;13;9;14;18;16;22;25;20;17;13;5;2
    44017-Aliaga;153;5;6;6;5;0;7;12;7;9;9;11;17;10;8;10;6;12;7;6;0;0
    44021-Allepuz;62;2;2;2;2;1;5;2;3;4;4;5;0;4;6;4;2;5;6;2;1;0
    44022-Alloza;266;7;9;5;5;6;16;14;16;14;14;19;19;24;12;15;14;26;19;9;1;2
    44023-Allueva;9;0;0;0;0;1;0;0;0;0;3;1;0;0;3;0;0;1;0;0;0;0
    44018-Almohaja;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1;0;0;0;0
    44019-Alobras;24;0;0;0;0;1;2;2;0;0;2;3;1;1;5;0;4;2;0;1;0;0
    44020-Alpeñés;9;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;1;1;1;0;0
    44024-Anadón;10;0;0;0;0;0;0;1;0;1;0;3;1;1;1;0;1;1;0;0;0;0
    44025-Andorra;3,699;146;182;161;197;185;168;211;231;258;246;344;333;256;181;152;105;159;110;61;10;3
    44026-Arcos de las Salinas;51;3;3;3;0;3;1;3;4;4;5;2;5;1;2;2;2;3;3;1;1;0
    44027-Arens de Lledó;103;2;1;4;6;6;1;1;5;4;5;12;9;9;8;8;8;4;6;4;0;0
    44028-Argente;99;3;1;4;5;2;2;3;5;5;5;9;5;10;3;11;5;9;9;2;1;0
    44029-Ariño;359;11;13;18;8;15;22;19;22;23;29;32;34;17;16;19;13;16;24;6;2;0
    44031-Azaila;44;0;0;0;0;1;1;0;2;2;4;5;2;2;0;7;2;7;3;5;1;0
    44032-Bádenas;7;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0
    44033-Báguena;126;1;2;3;5;4;2;7;6;7;8;5;12;8;7;8;13;9;10;7;2;0
    44034-Bañón;65;2;2;2;0;0;0;1;3;6;5;4;3;0;1;6;8;8;12;1;1;0
    44035-Barrachina;52;0;1;3;1;2;6;3;3;1;3;6;2;3;3;3;4;2;3;3;0;0
    44036-Bea;13;0;0;2;1;2;0;0;0;0;2;1;2;1;0;0;0;1;0;0;1;0
    44037-Beceite;268;6;7;13;11;9;9;10;14;14;19;24;26;18;19;13;25;14;13;3;1;0
    44039-Bello;113;1;3;4;4;4;3;3;7;5;6;11;4;8;11;4;6;11;12;4;2;0
    44038-Belmonte de San José;60;2;0;4;3;2;3;0;2;5;1;3;4;4;6;7;6;4;2;1;1;0
    44040-Berge;116;5;5;4;11;3;6;5;8;10;7;9;4;7;4;4;3;8;12;1;0;0
    44041-Bezas;25;0;0;1;2;0;2;2;2;2;0;0;4;1;1;0;0;4;1;2;0;1
    44042-Blancas;51;0;2;1;4;3;5;0;1;0;2;6;4;2;1;4;6;7;2;1;0;0
    44043-Blesa;34;1;0;0;0;0;1;1;0;2;2;4;1;5;5;2;5;2;2;1;0;0
    44044-Bordón;44;2;3;2;1;1;1;2;3;3;2;1;4;1;3;5;3;4;2;1;0;0
    44045-Bronchales;184;6;1;8;5;14;17;14;11;11;8;12;17;13;14;5;4;9;9;5;1;0
    44046-Bueña;23;0;0;0;1;0;0;0;1;0;2;1;1;3;0;2;3;4;4;1;0;0
    44047-Burbáguena;118;2;0;1;4;2;3;4;4;3;4;4;8;2;5;9;9;10;16;14;9;5
    44048-Cabra de Mora;20;0;0;0;1;1;1;2;0;0;0;5;1;2;0;1;2;1;1;1;1;0
    44049-Calaceite;506;24;20;15;14;27;26;21;20;28;19;38;38;21;44;36;26;30;28;24;7;0
    44050-Calamocha;2,173;84;112;100;118;113;115;113;153;157;163;162;148;129;111;98;97;81;76;33;9;1
    44051-Calanda;1,896;73;75;76;103;101;115;117;105;123;145;149;141;116;110;88;54;87;68;37;12;1
    44052-Calomarde;31;0;0;0;0;0;1;3;1;2;2;2;4;2;4;1;4;3;1;0;0;1
    44053-Camañas;56;2;1;2;4;2;2;4;4;5;3;1;2;3;4;4;3;5;5;0;0;0
    44054-Camarena de la Sierra;40;0;2;0;0;2;5;2;3;3;3;3;5;2;3;2;1;0;3;0;0;1
    44055-Camarillas;39;2;1;3;0;3;2;2;2;3;0;5;3;3;3;2;2;2;0;1;0;0
    44056-Caminreal;296;6;13;10;9;11;9;23;19;10;15;17;22;25;17;14;21;23;20;9;1;2
    44059-Cantavieja;341;9;16;9;23;9;24;19;28;20;21;25;29;16;27;16;10;19;14;6;1;0
    44060-Cañada de Benatanduz;12;0;0;0;0;0;2;1;0;1;0;1;1;0;2;1;1;2;0;0;0;0
    44061-Cañada de Verich, La;34;0;0;2;5;1;0;1;1;2;2;2;4;1;1;1;3;3;4;1;0;0
    44062-Cañada Vellida;9;0;0;0;0;0;0;1;0;0;0;1;2;1;1;2;1;0;0;0;0;0
    44063-Cañizar del Olivar;47;4;7;0;2;2;5;4;1;2;1;2;7;2;2;1;1;1;1;1;1;0
    44064-Cascante del Río;25;0;0;0;2;0;0;0;1;3;2;1;1;0;4;3;3;4;1;0;0;0
    44065-Castejón de Tornos;22;1;0;0;0;0;1;0;1;0;1;0;0;1;4;2;3;4;1;2;1;0
    44066-Castel de Cabra;43;1;0;2;1;2;2;2;2;1;3;4;3;3;1;4;4;3;3;2;0;0
    44070-Castellar, El;20;0;0;0;0;1;1;0;0;1;1;4;0;2;1;2;1;3;2;1;0;0
    44071-Castellote;333;6;10;11;9;13;25;19;12;19;21;26;21;25;20;24;16;25;20;8;3;0
    44067-Castelnou;67;3;5;1;3;2;9;1;2;6;3;5;3;1;2;6;4;6;4;0;1;0
    44068-Castelserás;385;20;26;18;15;11;18;15;23;33;15;34;18;29;20;28;14;15;14;16;2;1
    44074-Cedrillas;339;20;16;19;19;14;20;29;20;19;30;20;28;13;13;12;15;12;16;4;0;0
    44075-Celadas;167;2;2;8;10;11;4;3;8;7;11;16;10;13;8;11;6;13;14;8;2;0
    44076-Cella;1,245;43;55;54;45;46;63;73;82;84;68;76;95;80;86;77;66;65;53;27;7;0
    44077-Cerollera, La;35;3;0;0;1;1;1;3;6;1;4;0;4;1;3;0;3;1;1;2;0;0
    44080-Codoñera, La;159;2;2;12;2;11;8;5;5;10;9;10;15;10;7;8;6;17;10;6;3;1
    44082-Corbalán;51;3;1;1;5;2;3;4;3;3;1;5;6;3;1;1;0;3;4;1;1;0
    44084-Cortes de Aragón;33;0;0;1;0;2;5;2;0;1;3;2;4;1;2;0;0;3;3;4;0;0
    44085-Cosa;18;0;1;0;0;0;0;0;0;0;2;1;1;0;0;3;4;3;0;2;1;0
    44086-Cretas;277;5;17;9;6;15;14;12;10;19;22;16;19;15;19;27;10;11;21;6;4;0
    44087-Crivillén;30;0;0;0;0;0;0;0;1;1;2;4;1;1;2;4;2;4;0;2;2;4
    44088-Cuba, La;17;2;0;0;0;1;0;1;1;1;0;2;4;2;1;0;0;1;1;0;0;0
    44089-Cubla;19;0;1;0;0;2;1;1;0;2;2;1;3;2;1;1;1;1;0;0;0;0
    44090-Cucalón;31;0;0;4;0;1;1;2;1;4;1;1;2;0;4;4;2;1;3;0;0;0
    44092-Cuervo, El;36;0;0;2;0;1;2;2;0;1;2;1;2;3;2;3;8;2;2;1;1;1
    44093-Cuevas de Almudén;55;2;4;1;6;4;7;2;3;1;2;3;5;2;2;2;2;4;3;0;0;0
    44094-Cuevas Labradas;60;0;1;2;1;2;2;4;5;2;4;3;4;4;5;6;3;7;4;0;0;1
    44096-Ejulve;85;2;0;4;3;7;11;1;1;0;5;7;6;5;6;7;2;9;4;4;1;0
    44097-Escorihuela;69;0;0;0;1;5;4;1;3;0;4;2;10;4;3;5;3;6;12;4;2;0
    44099-Escucha;404;29;17;14;22;22;29;23;22;22;30;31;33;30;15;17;14;18;10;6;0;0
    44100-Estercuel;92;0;4;1;1;4;11;9;1;8;6;7;8;6;6;3;3;8;5;1;0;0
    44101-Ferreruela de Huerva;23;0;0;1;0;0;1;3;2;1;0;1;3;3;3;0;1;3;0;1;0;0
    44102-Fonfría;12;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;2;3;2;0;0;0
    44103-Formiche Alto;61;1;0;0;6;5;2;2;2;3;3;6;4;2;3;5;6;6;3;2;0;0
    44105-Fórnoles;37;1;2;0;0;1;1;2;2;2;3;3;4;3;1;3;2;5;1;0;1;0
    44106-Fortanete;86;5;5;5;1;4;6;4;4;5;5;5;9;2;4;3;6;4;8;1;0;0
    44107-Foz-Calanda;117;3;2;5;8;7;9;7;2;7;11;11;9;3;3;8;6;8;5;3;0;0
    44108-Fresneda, La;193;3;11;6;8;7;13;8;14;13;13;15;12;18;9;7;8;16;9;3;0;0
    44109-Frías de Albarracín;46;1;1;1;1;4;1;3;2;3;6;1;5;3;2;2;2;0;5;3;0;0
    44110-Fuenferrada;15;0;0;0;0;0;2;0;0;0;0;0;0;0;2;3;2;1;3;2;0;0
    44111-Fuentes Calientes;39;0;1;1;0;2;2;1;2;3;3;7;3;2;1;4;3;4;0;0;0;0
    44112-Fuentes Claras;209;7;6;2;6;10;6;7;11;6;10;13;17;10;13;23;16;20;16;8;2;0
    44113-Fuentes de Rubielos;57;3;4;4;8;6;1;4;3;4;3;6;3;0;2;0;2;1;1;1;1;0
    44114-Fuentespalda;141;4;2;5;5;5;2;13;7;5;7;10;13;9;14;14;6;10;8;1;0;1
    44115-Galve;78;1;5;8;6;3;4;3;2;8;9;9;1;2;0;4;4;5;4;0;0;0
    44116-Gargallo;42;0;2;0;2;1;2;1;3;3;5;3;3;2;2;4;1;4;2;2;0;0
    44117-Gea de Albarracín;166;7;1;6;2;5;7;6;12;9;11;11;12;12;7;16;9;14;14;5;0;0
    44118-Ginebrosa, La;88;4;4;2;3;2;2;5;7;5;6;7;5;5;6;5;3;8;5;4;0;0
    44119-Griegos;56;1;4;1;1;4;2;3;2;2;4;3;3;6;4;4;3;2;4;3;0;0
    44120-Guadalaviar;107;6;2;1;3;8;7;1;8;6;12;6;14;6;7;3;4;8;2;3;0;0
    44121-Gúdar;29;1;6;1;1;2;2;2;1;3;1;2;0;0;1;2;0;3;1;0;0;0
    44122-Híjar;855;35;49;39;45;39;41;36;40;44;59;60;67;54;41;57;36;44;44;20;5;0
    44123-Hinojosa de Jarque;48;1;1;0;0;3;1;3;2;0;5;1;3;5;4;4;3;5;6;1;0;0
    44124-Hoz de la Vieja, La;41;4;1;1;0;0;1;0;3;2;3;3;3;3;3;4;4;2;2;2;0;0
    44125-Huesa del Común;27;0;0;0;0;2;0;0;1;1;1;3;2;0;4;3;1;2;6;0;1;0
    44126-Iglesuela del Cid, La;194;8;3;11;12;11;10;9;7;14;17;17;15;9;7;11;11;10;4;8;0;0
    44127-Jabaloyas;25;0;0;0;0;1;1;0;2;1;2;3;3;2;0;1;3;2;4;0;0;0
    44128-Jarque de la Val;31;1;0;1;0;1;0;1;2;2;0;3;2;1;2;2;4;5;2;0;2;0
    44129-Jatiel;14;0;0;0;0;0;0;0;0;2;0;1;3;2;0;3;2;1;0;0;0;0
    44130-Jorcas;12;0;1;0;1;0;0;0;0;2;1;0;0;1;2;0;2;2;0;0;0;0
    44131-Josa;13;0;0;0;0;0;1;2;0;1;2;1;0;1;2;0;1;0;2;0;0;0
    44132-Lagueruela;35;1;2;0;1;0;1;3;1;3;3;0;0;1;1;4;2;5;4;3;0;0
    44133-Lanzuela;6;1;0;0;0;1;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0
    44135-Libros;38;0;0;0;0;2;4;2;1;0;0;3;4;1;2;2;4;4;6;2;1;0
    44136-Lidón;26;0;1;0;0;1;0;0;1;5;3;2;1;0;0;1;3;6;1;1;0;0
    44137-Linares de Mora;97;4;3;1;5;8;4;3;7;3;8;4;9;8;7;6;4;8;5;0;0;0
    44141-Lledó;77;4;4;5;2;1;4;3;3;5;3;7;9;5;8;2;5;1;5;0;1;0
    44138-Loscos;48;0;1;0;4;1;0;2;3;0;4;3;7;4;1;2;3;6;2;5;0;0
    44142-Maicas;13;0;0;0;0;0;2;0;0;1;0;2;1;1;3;2;1;0;0;0;0;0
    44143-Manzanera;246;10;6;16;14;14;20;19;7;12;20;20;16;14;5;17;11;8;12;4;1;0
